CustAge,Months,CredLim
47,36,7327
36,25,7049
26,18,2033
38,20,5153
32,22,2062
37,31,2005
26,13,2479
55,46,4589
35,36,2263
58,46,8184
32,27,9238
47,36,30210
32,26,6942
56,37,14551
34,13,1438.3
65,56,11332
55,48,30967
43,36,7866
31,21,2718
54,36,3084
52,42,17302
48,36,12159
54,47,2797
33,28,2618
26,15,1442
30,24,2063
49,43,8154
36,20,9735
56,49,4310
53,36,11450
39,26,8906
34,23,4245
53,45,21953
32,21,1614
39,22,5140
57,46,31762
48,40,11692
37,30,16043
36,32,15488
39,34,2503
31,36,3312
31,36,6269
36,36,20337
47,42,2224
37,19,3100
38,26,26437
39,27,9959
39,36,25008
37,36,2031
58,49,1654
58,39,4608
37,36,3908
54,46,2798
45,39,2551
36,26,8621
53,43,7451
34,30,2617
35,24,12634
32,18,6407
38,27,1438.3
37,28,2672
37,36,11948
47,36,2677
52,36,24703
54,43,2240
53,40,6052
33,23,2562
49,43,15377
37,22,8654
31,24,1438.3
43,31,1438.3
39,26,16040
38,36,2801
62,49,2658
58,48,12423
39,27,9347
30,22,3143
46,39,5106
39,31,9871
53,43,1525
34,36,19630
54,36,12547
54,36,17686
39,28,3257
36,28,4824
38,32,8603
45,36,11498
28,23,3818
37,36,16594
57,48,5387
48,36,2930
33,36,10023
38,25,9303
36,36,2956
37,30,2218
36,26,9959
54,49,5335
52,43,7187
53,39,2590
27,19,4255
32,26,2778
57,51,10711
58,46,16163
54,45,2513
45,37,3291
36,25,8917
39,29,4955
39,30,2909
34,21,34516
54,43,1438.3
54,49,14015
36,28,2540
37,24,3497
27,15,3682
55,41,4430
26,16,3877
56,36,15124
58,53,7712
42,34,19373
30,13,21590
38,32,3657
47,35,32444
33,24,5830
54,47,1438.3
65,55,6463
33,23,2400
44,39,2311
57,48,3585
34,25,9131
63,56,1438.3
37,31,1438.3
39,36,5471
39,34,8823
55,44,2173
37,25,5616
57,51,8571
45,36,2803
53,36,3924
37,23,5663
60,49,3955
29,23,7997
56,36,3652
37,27,12702
43,23,7189
58,42,12421
29,17,2585
38,29,2818
65,36,2351
62,49,3143
53,42,6514
26,17,3119
46,39,13092
51,44,1438.3
39,34,3702
51,36,9095
59,50,2701
56,45,1813
56,36,5335
31,20,2469
37,36,3091
36,32,2683
26,15,5464
61,53,2942
26,36,2735
35,36,15279
53,43,14938
59,42,4328
37,24,34516
38,26,5824
56,48,11281
37,36,7959
33,21,4459
38,24,17162
56,50,16254
59,47,3278
30,17,7173
56,36,3295
33,15,25033
31,24,4232
26,36,2703
29,18,2710
53,42,2322
35,36,5931
35,29,3300
56,51,1438.3
35,27,34516
35,36,8682
32,13,12616
49,43,9652
36,29,1651
37,29,2576
58,47,2212
35,21,2157
39,26,2575
65,56,8705
65,56,3838
51,42,10306
56,40,5366
58,36,2994
39,36,4247
51,36,1737
58,50,18431
34,23,2263
39,23,2718
54,43,5839
26,13,5137
53,43,11909
32,21,21390
49,39,9264
39,26,5484
32,22,4739
30,19,7970
37,36,3127
38,36,7756
46,33,34516
36,36,5605
33,36,2946
58,54,8886
46,36,3104
39,36,19435
54,46,3312
50,40,34516
41,33,5246
53,41,2432
36,30,3103
38,33,30746
55,36,34516
45,40,11962
36,27,14690
45,32,6629
38,27,5535
35,22,2544
48,37,3305
51,36,34516
37,20,9466
33,21,5297
31,36,4260
40,26,7291
43,37,13882
63,56,6500
35,30,1626
31,22,6662
36,25,5846
34,27,8063
29,23,6224
55,49,4597
46,31,7869
45,35,17884
52,36,1438.3
40,32,2046
46,36,6370
54,46,2737
36,25,2622
44,33,7266
37,30,2258
35,25,6510
64,55,2508
52,36,4006
37,19,3252
45,26,16317
28,15,2109
65,56,7023
55,42,8302
55,47,9959
41,36,3636
57,46,5184
37,29,14575
29,15,3107
62,49,1438.3
42,25,3092
47,36,8322
44,36,10110
34,28,2707
37,32,4397
33,21,5795
40,23,9760
51,40,6103
65,56,2246
46,35,4930
27,16,3178
37,30,3003
34,25,2318
34,17,2638
35,36,2004
55,49,2414
60,45,1438.3
56,44,2043
52,46,34516
45,36,3111
56,48,2585
26,13,2469
30,19,8744
34,23,4185
39,36,4759
36,36,24457
32,20,14244
48,28,6572
50,34,23381
39,26,3471
61,51,2250
65,53,15965
45,36,9433
34,28,9180
37,36,8818
44,36,4066
56,36,9031
36,36,9887
65,53,4161
26,15,2740
26,13,6152
34,24,8167
51,41,23742
57,50,16791
30,23,26783
35,27,25516
32,27,4815
62,36,3198
32,23,2218
53,44,23462
55,36,2252
26,36,2557
35,25,2300
31,26,3540
53,42,22938
45,34,13129
39,36,34516
61,53,3396
31,20,4712
37,36,7638
41,34,2624
58,52,17934
45,39,15198
57,47,3191
35,25,6053
39,26,5510
55,40,12875
41,36,2602
55,51,2041
52,45,2548
57,49,4698
40,31,2222
47,36,8217
42,36,10091
39,34,19074
39,34,34516
36,29,12852
36,21,12763
29,19,2827
56,36,8242
37,28,1825
61,56,1438.3
36,36,5497
51,45,6778
46,36,4267
31,22,3273
33,25,9371
50,38,1438.3
57,36,8389
65,56,28410
48,29,6168
57,40,2111
63,49,3141
50,40,8307
39,31,30753
39,26,2731
39,31,2890
52,44,34516
37,26,8058
50,45,5660
59,36,4230
38,36,9515
65,36,10962
57,36,23848
65,56,10144
38,22,2997
41,35,2647
55,47,4580
28,13,2608
31,24,34516
39,19,3156
44,31,24936
55,42,26101
57,45,14270
28,21,25618
35,21,3230
46,38,8881
65,51,11037
50,44,16763
31,21,2621
49,43,4939
50,32,4419
44,39,9235
63,56,3055
41,35,19412
56,36,12786
55,36,4666
48,38,4894
35,36,27389
30,18,2132
37,24,6590
53,36,3176
37,27,4288
65,56,20130
48,43,5945
37,17,3350
35,26,4008
35,27,5780
49,38,2497
26,13,10286
58,36,2347
29,18,23125
58,43,3034
33,23,7081
36,28,6824
47,36,1438.3
41,29,2683
46,40,12280
58,36,14607
53,48,2267
54,36,2556
39,34,12512
49,39,11332
35,23,3073
47,27,34516
38,34,5323
56,44,9078
56,46,27029
38,25,9859
46,39,4026
37,25,2608
63,36,3552
65,56,4613
38,27,10386
45,39,34516
26,36,2657
58,44,5031
48,36,34516
26,16,1612
48,43,2423
33,36,7140
62,51,3377
55,41,34516
40,29,2295
46,41,3150
58,36,2165
47,34,4249
50,41,2966
53,41,1612
45,36,14593
48,38,8327
43,37,34516
60,55,6479
56,41,18442
43,31,2800
57,36,3032
52,47,2151
56,36,24073
43,37,25517
38,32,7709
53,33,4065
52,35,13169
58,44,11811
34,36,7440
36,20,12714
55,35,3735
54,43,25882
36,36,3877
35,27,3280
53,36,11023
48,36,6182
37,19,2186
45,39,17996
54,43,2306
38,30,26556
35,18,5779
36,30,5494
33,14,7571
28,14,2897
36,26,3131
34,27,4274
55,36,4980
61,48,3156
44,39,6861
54,46,15554
39,28,26570
51,36,22224
47,41,10606
37,25,5865
47,36,5369
56,43,5188
53,36,17742
62,48,2591
58,48,2800
57,36,6543
54,36,26053
33,26,6316
54,41,4658
30,22,6476
36,36,8087
60,50,9033
46,28,3206
55,49,28751
55,47,2938
31,25,5715
55,36,2111
36,31,11862
34,36,2791
33,36,6551
30,16,4533
54,36,1854
53,43,6704
59,36,34516
41,32,5489
45,36,10619
50,40,2481
57,47,5100
63,49,5905
35,30,9293
35,25,5240
53,40,4182
33,24,9857
38,33,20117
31,22,6012
37,27,6369
36,30,13005
39,36,1575
58,39,6679
39,34,6458
61,48,20803
34,26,5540
55,36,2801
50,40,2419
33,24,5156
48,36,14228
63,51,10257
54,44,3032
41,36,1438.3
51,45,32096
54,46,3014
47,36,5762
52,45,2555
34,28,34516
64,54,2140
62,43,4760
38,27,26372
52,43,8203
35,24,2655
35,27,13655
54,48,12169
35,17,2956
35,18,2598
36,36,10566
33,36,8232
53,44,26365
37,29,4671
35,28,14869
59,36,2300
47,28,2797
48,30,2657
58,46,9149
55,36,2629
37,17,3176
57,42,21875
60,41,3007
50,40,17404
56,51,2863
48,37,34516
40,30,13919
48,39,18672
50,36,4204
61,36,6859
36,30,16050
46,32,34516
28,36,16766
49,30,20895
44,38,7881
57,50,13427
37,36,2281
57,52,10974
33,36,8925
46,40,5265
45,36,17156
53,36,13457
52,46,2742
34,29,3890
55,51,17198
53,41,3401
37,19,18951
58,52,1454
33,20,27499
39,36,32964
37,28,7411
32,36,7200
26,13,12007
60,50,3147
37,18,5110
43,35,5438
56,40,17450
52,39,18352
34,17,5030
47,38,34516
26,21,1585
54,42,3251
35,23,2858
52,36,34516
41,28,16443
36,32,3687
53,36,4840
42,36,15108
54,37,1909
53,44,19063
36,26,15982
42,32,1438.3
27,14,2549
58,36,5967
59,53,2182
63,52,2689
57,51,30622
56,48,4203
42,37,6453
29,23,3318
44,39,22075
33,14,6746
35,36,4408
33,36,4838
46,40,34516
27,14,3823
42,36,21670
53,38,7928
50,42,33996
48,40,4365
57,47,2248
34,27,1901
55,45,34516
58,54,31680
55,35,1872
48,42,2055
45,37,10991
59,46,3939
53,40,2127
47,32,34010
43,36,6971
33,15,1741
49,36,24904
54,45,1438.3
65,56,2621
49,35,11115
47,39,13241
51,42,14438
36,31,5228
36,36,5550
46,36,1438.3
62,55,2064
30,24,3450
46,36,34516
41,36,30030
50,45,2151
53,44,7181
55,44,27745
49,43,4852
56,50,6735
63,53,6128
41,36,23124
34,29,3436
35,36,3176
44,34,8874
38,34,3402
52,43,2689
54,36,1556
58,36,7372
26,13,5713
27,22,2965
33,26,9819
32,14,8186
58,49,3846
45,30,13131
48,28,2944
38,36,34516
54,38,5660
40,30,7554
35,26,2494
31,36,25215
40,24,2606
52,43,8133
57,36,3101
48,29,24446
49,39,2361
40,32,2441
45,41,8532
41,37,16954
36,17,2900
37,36,6827
44,34,4513
52,47,27347
42,36,1676
62,50,2802
49,45,23870
30,17,4868
50,45,20437
32,26,2239
32,28,2428
49,44,15027
37,32,32056
42,31,34516
36,29,5346
52,36,2143
48,40,34516
29,19,23507
33,28,1864
36,24,23032
36,36,4277
56,41,2771
28,36,2265
31,19,2853
44,33,3075
51,31,15340
55,35,3065
34,28,1438.3
61,56,7118
37,36,11419
46,37,2403
47,32,2821
54,43,2706
50,43,2999
36,28,2226
37,31,3351
47,36,5570
54,41,10448
64,56,2174
48,38,31501
35,30,21695
49,36,34516
42,35,13650
49,36,16156
53,46,2413
56,45,5920
41,28,5841
37,36,8418
30,21,2490
45,35,20640
54,37,9453
46,40,7949
36,36,2758
48,41,20148
59,36,1438.3
60,51,26566
44,34,13477
65,42,9706
46,41,7457
48,40,34516
53,47,19081
53,36,2447
41,36,28830
37,22,2563
29,13,5240
49,44,3397
47,35,1842
53,40,2383
33,21,20791
34,27,19900
28,15,32024
36,28,3701
30,18,4199
34,21,4353
38,36,4913
39,22,5454
32,26,2172
36,26,2845
37,28,18570
45,33,25907
38,33,2206
31,24,12050
65,36,2107
63,36,2107
65,56,3539
43,36,27175
51,36,17905
37,31,4940
55,43,3161
27,36,2464
34,36,3203
32,36,1835
49,39,1993
39,27,34516
27,22,7130
30,22,12539
39,25,8208
42,32,26222
55,36,34173
57,49,3377
53,43,5882
51,40,7158
47,41,5833
26,36,4152
37,24,11699
45,35,4505
55,48,7667
37,28,34516
36,31,2937
36,36,5257
39,28,10331
47,36,17557
56,48,4366
56,46,8037
38,25,8740
49,36,8514
36,26,2002
51,35,3132
26,13,2010
34,23,7567
56,40,2381
43,31,34516
47,42,16411
42,19,1438.3
38,30,3735
55,37,22127
28,36,5685
62,50,7348
52,34,11188
44,37,3650
29,36,5076
48,38,32658
43,36,28634
49,36,3414
43,23,12315
41,36,2690
43,31,12165
51,46,1792
37,30,19300
37,24,8120
49,36,2292
36,25,21434
50,43,3424
64,51,2787
36,30,8696
45,35,32446
41,36,9133
47,37,5116
39,31,18974
51,45,12101
55,46,5379
57,49,32676
36,31,34516
35,36,15202
38,23,2222
39,34,5858
65,56,2692
51,45,7165
50,38,1438.3
38,32,26988
36,26,2517
41,28,11091
40,27,10745
40,36,34516
26,20,2590
46,35,2722
49,36,8228
38,33,11777
49,39,34516
38,24,14821
36,23,1438.3
34,21,6131
52,47,2047
40,34,22380
36,31,12893
53,47,3351
40,36,5093
54,44,1438.3
34,20,2165
62,54,1927
39,36,22125
50,42,34516
36,28,5260
56,48,1438.3
44,30,4333
45,32,6637
36,28,3174
44,36,4396
52,48,34516
50,37,1438.3
53,43,6853
36,24,2570
27,15,2166
31,27,3647
36,36,11684
41,28,4475
28,18,16604
59,53,5446
43,31,28700
41,30,2888
46,34,9451
51,43,13933
44,33,6130
40,36,15008
32,18,4583
48,37,5268
58,51,14976
37,25,2282
51,36,5130
43,31,5702
41,30,14480
51,41,7570
52,38,12878
61,48,26218
49,36,34516
36,23,2804
35,25,5801
63,53,2271
36,23,3107
33,22,2001
33,26,1438.3
65,36,4465
61,55,3264
44,34,26856
38,29,34516
41,32,21756
44,26,4726
41,32,34516
45,41,5596
37,27,15326
51,38,11373
65,54,2644
37,27,2673
54,36,7477
46,33,16227
41,34,19110
49,37,2993
51,40,3290
50,39,11176
48,36,21416
53,41,2492
54,38,14265
46,35,16985
47,38,7469
52,36,4592
43,32,4341
41,36,34516
34,23,27710
33,17,13431
49,36,2645
44,35,14028
36,28,34516
37,31,5699
46,34,16284
65,56,3226
52,36,2803
50,30,34516
59,53,2192
37,29,8318
40,30,6391
40,31,4736
59,49,9944
52,47,4717
43,34,12778
48,38,16920
45,35,3240
30,17,4704
41,32,14987
51,34,3554
46,42,9227
50,40,7522
31,21,1677
48,40,2319
39,29,2722
50,39,2046
47,37,34516
53,42,18531
45,36,4112
46,34,34516
34,22,34516
39,28,4683
62,48,1438.3
53,36,4224
51,32,7133
34,22,10253
44,25,4210
49,42,12630
26,36,21084
56,52,3639
52,36,31945
65,56,5894
65,54,2209
35,26,23447
48,30,4180
53,39,4930
38,18,3417
50,45,4785
46,33,12685
48,35,21374
36,28,1911
41,35,8666
60,54,2759
49,41,5984
45,36,23000
36,25,1438.3
49,36,2976
43,36,34516
58,53,1438.3
46,36,16099
50,36,19595
43,25,13193
57,36,8184
30,13,2607
48,37,5758
51,36,25873
46,37,2695
46,32,20860
45,30,1892
52,33,27751
48,38,34516
47,37,24580
49,38,29893
43,33,21165
47,33,9148
55,46,10979
41,33,6519
44,36,2509
35,36,2664
40,28,14999
32,13,10332
50,36,10226
38,34,12050
39,22,26124
48,31,9816
52,40,2783
49,36,15942
46,39,12222
38,26,4002
60,53,34516
48,36,10227
45,34,4265
47,36,13867
43,34,2243
41,36,11239
53,45,22558
50,36,34516
56,36,23510
63,55,1651
53,41,8693
35,30,4549
51,33,3558
51,37,7176
44,38,34516
38,25,18293
40,23,18332
48,43,6383
42,31,13441
50,43,20114
54,43,2019
38,33,34516
55,47,1438.3
46,36,8017
49,36,8519
38,33,34516
50,39,9474
40,27,6587
32,36,2999
49,32,7154
53,43,4039
57,46,5516
64,54,5577
34,24,8628
43,33,30137
42,36,9778
48,38,20912
49,45,14699
57,36,10350
44,36,11346
63,55,15987
43,30,19711
33,25,8650
55,36,34516
50,36,9748
49,36,2454
48,35,34516
47,40,4255
35,24,3271
31,20,3480
50,40,13306
38,31,13637
39,29,6733
52,45,2728
49,41,6250
49,33,3653
44,36,22919
36,20,34516
44,38,4198
44,39,7532
35,28,4587
45,36,12250
56,41,17753
37,19,12535
48,38,3541
43,33,14622
45,38,23973
54,38,29200
46,41,10077
44,36,8667
44,31,12871
38,30,2346
55,43,9919
50,33,17087
42,36,5505
49,36,1902
31,22,4254
51,39,9854
47,31,7711
30,19,3213
46,37,3132
45,33,9977
53,41,5659
62,42,17161
65,36,5018
44,38,11474
51,36,7925
28,20,12793
49,42,4834
44,31,1438.3
55,36,12948
49,36,5662
34,24,2799
50,38,6030
42,35,6779
53,36,15248
53,45,15583
32,26,2576
48,37,25270
35,22,8717
45,36,1438.3
45,35,33755
53,37,7282
42,32,7260
43,30,12952
55,43,5353
38,33,11741
39,36,2609
51,37,11167
44,36,20882
42,37,34516
63,56,3071
39,34,2267
52,44,6617
57,50,3276
36,24,10097
42,36,8260
52,33,5776
40,36,1438.3
40,33,7207
38,16,2106
44,34,21158
43,36,22906
45,33,2648
34,29,30702
49,40,34516
53,36,17054
38,18,16317
36,27,3761
48,35,2173
53,41,15845
49,39,8061
37,32,34516
44,36,19430
42,22,19127
48,36,2708
60,51,23566
49,35,2532
37,29,9829
57,51,7226
59,49,4072
46,28,21646
39,36,1438.3
40,26,14046
49,32,25620
53,48,34516
59,45,21358
63,48,1856
36,28,1438.3
64,56,2586
39,21,3281
50,42,7115
38,36,13220
45,39,5996
47,34,9080
54,45,7563
40,32,8749
52,39,14973
63,36,7108
48,38,23007
46,39,24248
52,43,11617
45,36,30428
48,42,6805
59,48,14257
47,42,34516
55,36,5719
53,48,9517
41,36,5317
40,32,2526
52,44,2971
59,49,6834
36,31,3002
59,42,16727
41,29,4573
38,22,15410
44,25,3299
42,33,13453
48,36,6362
57,49,2679
34,13,4369
50,36,1721
41,34,2196
50,38,2845
49,42,21144
47,36,3952
45,25,3518
47,35,17343
43,33,3498
39,25,9121
36,23,20230
44,36,15422
47,36,9132
41,33,8054
42,34,1640
48,41,8739
46,36,1818
46,33,24949
46,38,3115
52,47,29695
56,50,7261
38,20,1621
41,31,33472
51,36,11512
26,18,12463
51,37,8511
41,28,4821
57,45,2480
44,32,34516
52,46,8596
49,39,7223
52,39,1629
44,36,17116
63,56,7216
44,32,28397
53,43,13720
47,41,7553
49,36,2952
35,30,11229
45,39,7109
45,38,1862
36,22,4511
42,29,2533
46,30,2016
49,44,3893
50,29,5530
57,44,1737
46,36,6853
55,42,34516
38,20,11068
35,36,5546
48,41,7277
57,48,9426
55,36,1594
47,43,2158
37,28,3490
48,30,2364
49,36,15704
49,36,18253
48,36,3696
52,43,8748
44,27,5608
41,28,34516
51,42,3236
45,36,2736
49,35,5195
47,36,34516
44,35,6327
42,36,4728
62,55,34516
32,18,6276
43,36,13430
62,36,2796
46,38,2457
62,36,7075
42,31,12386
39,31,32210
59,53,2136
43,36,10851
52,41,2717
59,52,3578
60,50,10698
48,38,4668
40,36,6772
55,42,10696
48,35,11851
36,31,11558
49,36,9551
40,32,29923
54,36,1438.3
40,36,34516
63,56,9033
44,36,3675
44,38,9183
45,36,7924
36,36,5383
45,39,21425
38,26,32866
44,35,1438.3
35,24,10467
55,36,12856
61,56,9721
43,39,3981
40,36,7587
51,36,3417
48,40,8012
64,36,3812
49,36,21378
54,47,12873
46,39,20229
34,29,5387
46,34,16546
48,34,11191
45,40,17576
65,36,4182
45,37,10271
40,28,1647
50,36,1560
40,30,1659
38,27,22487
36,23,5403
54,36,4717
50,40,5180
50,38,4915
41,29,12154
46,36,3258
44,33,13349
50,32,34516
45,33,31458
40,36,1438.3
46,36,10961
48,44,8904
47,40,2498
42,38,16105
43,33,34516
49,44,2222
46,38,16815
41,35,11538
45,36,9569
40,36,3340
40,28,3654
49,45,10541
51,39,34516
43,36,34516
45,39,1613
38,26,1438.3
40,29,13126
49,43,1922
45,36,14521
63,56,1931
43,39,8513
50,39,2421
47,36,1478
63,36,2466
30,36,2501
41,30,13602
38,34,3094
44,32,2485
50,39,14817
50,39,13824
46,36,1438.3
51,43,3797
53,43,6189
40,36,22956
49,37,3943
54,43,5569
50,36,2418
45,36,1963
46,32,7966
51,44,7742
63,36,2074
54,34,4948
51,44,4988
60,42,28701
30,20,6607
44,39,16034
33,36,24149
40,28,16903
52,48,1438.3
39,36,24657
51,38,5026
51,41,9352
46,36,4939
44,40,9502
62,50,2936
53,47,22855
47,41,6602
45,40,3728
42,33,2021
47,36,2255
41,36,15704
46,36,5746
36,22,8436
47,36,1438.3
56,48,8340
54,47,15108
42,26,15104
39,36,2490
45,33,2009
52,41,31668
46,29,5735
48,36,7633
46,39,23642
42,29,6698
45,27,1438.3
50,36,1438.3
50,41,2563
39,32,17814
45,36,7738
52,48,13114
42,31,34516
49,37,17345
51,40,8706
48,44,19272
52,43,4798
43,38,12254
49,36,9549
37,36,11568
48,36,6197
40,27,34516
49,36,5137
46,26,1791
50,36,7238
50,40,4514
44,38,5366
47,35,29812
48,43,9559
49,45,8353
51,39,5455
59,45,9899
45,37,15578
50,41,15641
46,42,3504
47,38,18432
46,34,2369
60,55,10882
38,36,3509
51,47,2469
47,27,14335
47,31,4005
49,36,1976
39,36,3664
44,30,3734
40,36,6033
56,45,4531
45,36,6245
37,36,34516
42,27,11880
43,37,4188
59,54,9344
42,36,24126
46,26,34516
28,36,2295
47,31,5496
54,36,12342
55,36,1928
62,49,12814
49,34,5242
48,37,8808
43,35,4469
51,44,8031
48,41,9728
47,40,4748
50,38,19999
56,45,6331
43,31,9662
47,36,1693
49,36,2964
48,36,5483
40,27,15186
41,26,33408
43,37,3125
42,31,2934
39,36,34516
50,36,5349
50,38,9810
50,36,7084
51,36,3537
47,36,8896
41,29,30733
49,39,10177
42,33,6848
42,33,17165
45,36,20274
50,33,19939
53,45,3378
51,39,9773
50,31,3668
64,36,3196
45,33,34516
52,47,7030
47,37,9410
38,36,34516
45,38,4096
43,34,7210
57,36,8026
47,34,18064
42,35,5596
52,43,6897
48,40,13991
44,36,11366
40,34,1707
50,38,23692
41,29,11191
42,31,3476
43,37,27781
44,25,10534
61,54,2721
51,43,10458
40,29,12544
46,39,11464
50,44,3104
48,36,11770
50,40,34516
44,36,10998
42,37,2757
46,36,5489
52,38,19709
42,38,6967
47,32,23424
39,32,21718
53,48,4908
52,36,1470
39,32,34516
63,56,7936
53,45,14366
54,35,9231
45,36,18679
45,36,20356
52,40,2259
64,53,6663
47,34,2424
45,39,15677
41,30,2334
56,43,1816
52,36,4950
39,30,34516
61,36,24172
57,36,9037
46,42,7616
38,28,11209
44,36,9908
40,33,18737
57,45,5330
52,47,19032
50,32,5916
51,46,16277
42,33,9442
51,39,2990
45,34,2210
44,33,1527
45,36,6022
55,45,26729
63,51,6102
33,24,6803
46,38,8101
41,36,4632
58,46,1996
51,42,11600
35,25,2657
42,36,8464
45,39,29003
51,36,5000
63,55,14963
45,33,3855
36,36,28200
39,24,2310
52,40,1960
52,38,3773
50,30,9771
60,48,6417
43,33,16037
49,39,14839
44,39,34516
54,49,8769
50,36,20968
44,36,2188
52,40,30314
47,36,18799
49,45,1638
45,35,3538
35,16,2546
65,53,10775
47,43,4798
56,36,5816
49,36,20533
58,49,9890
52,32,30820
45,37,6091
50,40,9690
62,56,6797
44,31,4985
61,36,2125
47,28,4012
52,42,23858
46,32,2619
40,34,6728
47,39,2680
52,36,2936
46,41,7478
49,35,2527
44,36,5644
50,33,2837
40,31,18584
45,31,5941
41,32,9576
63,56,9569
32,36,15412
55,44,2663
51,44,1438.3
52,40,5376
47,36,18873
39,27,5341
45,41,9904
43,38,7084
47,29,7498
51,40,5450
50,45,32719
37,36,3250
44,36,6111
62,36,12590
41,29,1982
39,36,25133
40,34,17818
46,34,5155
51,30,6006
64,51,2571
40,34,3269
50,33,2798
44,26,7277
32,36,3788
43,34,28262
47,33,2169
43,29,3767
46,38,8989
47,42,2838
48,43,7199
44,24,8495
40,32,34516
46,36,14164
50,31,3604
46,41,1752
43,32,4204
42,37,8017
43,29,2778
51,43,6649
40,27,6813
40,36,2797
45,35,18004
47,36,11242
26,13,10693
50,38,3026
37,36,1438.3
51,41,34516
49,38,12836
62,55,1892
37,30,11277
54,36,12815
44,36,24016
43,37,3482
44,38,26516
49,36,2285
48,36,9617
51,38,34516
41,28,2354
41,36,11533
59,51,5042
37,29,2584
50,39,1438.3
47,36,3402
55,49,1809
40,36,8624
48,36,22917
45,26,18410
29,36,34516
44,29,34516
41,32,10130
53,41,3099
55,46,19849
39,27,2283
39,30,6347
41,30,2758
44,36,34516
50,40,3469
45,34,5155
52,42,34516
50,40,4092
52,36,4675
43,35,2297
38,36,5260
51,46,3458
59,45,3943
52,42,3028
49,36,1438.3
47,36,11884
43,33,34516
47,36,26058
47,38,2808
42,34,1874
35,16,34516
61,36,11236
42,29,6380
52,43,34516
35,27,2664
50,42,1645
40,36,5797
45,39,21721
45,36,31756
43,32,8333
41,36,2067
38,24,2214
38,32,3775
41,33,4388
64,56,4100
46,40,5157
61,42,15939
46,34,9216
32,22,3413
43,38,20348
34,21,5015
54,48,2440
45,39,4948
49,38,2468
42,35,11328
49,32,1438.3
38,31,34516
51,45,3183
38,36,1438.3
47,40,12945
51,45,2458
40,36,34516
44,37,2617
40,31,6500
60,36,24528
49,38,15898
54,49,8516
50,40,10062
51,35,9589
44,37,5826
48,41,3521
53,42,8386
42,34,15449
44,39,7323
45,37,8924
52,37,1438.3
48,40,18965
57,53,7976
47,36,3054
53,36,10620
61,56,3984
65,53,2507
43,38,7599
40,27,31954
40,34,19666
39,19,6628
39,36,13049
45,37,3036
48,30,16575
38,34,23391
51,41,23898
47,36,4944
48,36,6921
47,31,18026
45,28,5216
65,54,7699
49,39,7232
61,51,8476
51,31,25837
48,36,1536
44,40,4453
45,36,34516
49,39,4389
38,27,13429
42,27,1840
44,13,17846
46,37,9013
40,29,18862
50,39,3230
46,38,7958
35,36,5619
49,37,4854
62,56,3807
45,37,2529
45,40,4097
56,36,3057
58,43,1957
51,41,2941
38,26,11252
39,26,24534
43,36,33384
44,40,2232
40,36,7582
49,44,13884
64,56,6167
49,39,11545
47,35,2872
44,39,5666
64,45,4417
48,39,2991
52,34,13109
57,46,5443
65,56,2717
52,41,2628
42,35,16054
37,31,3216
53,36,1438.3
46,39,12295
55,47,5794
51,42,1858
35,30,2593
41,34,12420
41,29,2775
43,36,2886
45,40,7037
44,36,7065
63,36,1896
46,42,11634
51,42,15987
44,36,13735
58,52,3880
38,21,6899
50,39,6508
46,36,5090
47,35,7015
51,41,30560
49,44,4384
47,40,2950
49,34,1511
49,31,4946
54,47,7477
57,49,32182
47,42,5715
49,36,9595
37,21,21952
45,39,2606
50,41,2826
45,26,1438.3
42,34,5667
45,40,6366
41,31,2122
44,36,1687
41,24,14320
53,48,5972
43,34,8771
64,36,7112
46,40,7333
37,18,2001
46,40,1438.3
48,37,34516
48,36,4207
38,31,1555
44,32,34516
55,48,6846
50,36,2071
43,30,11336
55,36,15221
47,34,21359
42,37,19366
41,13,2243
56,43,2923
50,22,7853
41,30,16386
48,40,11164
49,31,2960
41,36,10816
37,26,2917
44,36,2568
44,30,4539
48,41,4806
65,36,2025
54,46,6249
48,35,1686
41,31,10239
43,23,4284
46,38,2601
47,36,1738
42,36,4527
42,35,34516
47,41,3532
50,41,4846
43,36,11392
49,43,22036
43,25,2772
52,36,7474
40,33,34516
46,36,11117
47,33,10714
60,36,5420
38,26,2652
51,40,6492
62,50,11352
52,36,3167
41,33,7015
48,38,34516
43,30,3244
51,42,2431
42,36,3050
54,43,2191
52,33,5677
48,40,4176
40,34,2577
65,36,3305
47,34,9261
64,56,1564
50,36,12740
57,36,34516
58,52,3091
39,32,3812
54,44,3778
58,50,12698
41,32,26229
51,43,8346
52,36,5395
58,36,1490
42,35,18274
62,49,4409
45,38,7560
53,47,20783
53,43,6188
50,36,27876
44,30,1924
40,36,29149
55,50,1438.3
50,33,3160
38,25,1438.3
45,40,1438.3
40,28,1535
55,35,1438.3
49,36,2331
43,36,8156
47,34,8109
43,36,5853
48,36,5997
51,32,10824
47,36,9300
51,32,5351
49,33,2097
53,46,2266
55,46,13598
46,38,1803
50,31,6292
65,56,23566
51,37,1765
46,27,4964
42,32,3741
49,36,31631
40,36,5014
45,34,2484
65,56,7636
46,35,11096
47,42,25027
44,35,27391
58,54,3266
50,44,7050
54,45,2704
40,25,11721
49,36,2432
39,34,15142
51,36,1936
64,36,1829
43,39,2786
38,30,19595
44,34,3828
46,37,4786
44,36,22143
44,34,7150
63,53,25502
40,35,20178
46,36,5258
47,34,1561
43,30,11550
58,36,28618
